,postcode
45428,2154
45429,2251
45430,2260
45431,2133
45432,2069
45433,2122
45434,2077
45435,2153
45436,2081
45437,2151
45438,2193
45439,2605
45440,2089
45441,2145
45442,2077
45443,2748
45444,2763
45445,2606
45446,2114
45447,2110
45448,2076
45449,2111
45450,2156
45451,2112
45452,2147
45453,2155
45454,2120
45455,2073
45456,2069
45457,2158
45458,2126
45459,2143
45460,2170
45461,2223
45462,2155
45463,2160
45464,2000
45465,2100
45466,2085
45467,2096
45468,2146
45469,2097
45470,2156
45471,2096
45472,2537
45473,2077
45474,2076
45475,2212
45476,2121
45477,2153
45478,4053
45479,2122
45480,2229
45481,2073
45482,2768
45483,2077
45484,2770
45485,4750
45486,2144
45487,2000
45488,2067
45489,4069
45490,2430
45491,2076
45492,2076
45493,2768
45494,2077
45495,2160
45496,2199
45497,2122
45498,2171
45499,2135
45500,2155
45501,2114
45502,2141
45503,2165
45504,2153
45505,2177
45506,2118
45507,2121
45508,2121
45509,2680
45510,4825
45511,2207
45512,2076
45513,2611
45514,2153
45515,2076
45516,2000
45517,2160
45518,2121
45519,2075
45520,2222
45521,2010
45522,2147
45523,2087
45524,2210
45525,2176
45526,2138
45527,2154
45528,2066
45529,2074
45530,2449
45531,2711
45532,2099
45533,2099
45534,2103
45535,2105
45536,2122
45537,2145
45538,2141
45539,2099
45540,2220
45541,2081
45542,2113
45543,2126
45544,2155
45545,2085
45546,2075
45547,2211
45548,2148
45549,2158
45550,4556
45551,2126
45552,2087
45553,2074
45554,2152
45555,2112
45556,2261
45557,2763
45558,2067
45559,2119
45560,2526
45561,2113
45562,2768
45563,2768
45564,2067
45565,2106
45566,2010
45567,2027
45568,2251
45569,2112
45570,2122
45571,3169
45572,2090
45573,2112
45574,2768
45575,2166
45576,2106
45577,2759
45578,4101
45579,6050
45580,2102
45581,2170
45582,2125
45583,2151
45584,2120
45585,2076
45586,2153
45587,2144
45588,2077
45589,2773
45590,2221
45591,2042
45592,2042
45593,2031
45594,6026
45595,2145
45596,2145
45597,2095
45598,2608
45599,2777
45600,2222
45601,2101
45602,2067
45603,2148
45604,2126
45605,2154
45606,2147
45607,4814
45608,2107
45609,2145
45610,2164
45611,2099
45612,2151
45613,2118
45614,2074
45615,2075
45616,2750
45617,2156
45618,2155
45619,2898
45620,2119
45621,2153
45622,2758
45623,2153
45624,2036
45625,3072
45626,2130
45627,2065
45628,2257
45629,4124
45630,2089
45631,2010
45632,2195
45633,2099
45634,2110
45635,2153
45636,2158
45637,2177
45638,2161
45639,2126
45640,2154
45641,2209
45642,2158
45643,2153
45644,2111
45645,2068
45646,2100
45647,2198
45648,2101
45649,2117
45650,2071
45651,2101
45652,2121
45653,2070
45654,2153
45655,2073
45656,2127
45657,2134
45658,2390
45659,2126
45660,2069
45661,3070
45662,2074
45663,2165
45664,2070
45665,2122
45666,2153
45667,2077
45668,2081
45669,2118
45670,2156
45671,2156
45672,2162
45673,2068
45674,2009
45675,2000
45676,2770
45677,2166
45678,2745
45679,2106
45680,2122
45681,2250
45682,2073
45683,2093
45684,2111
45685,2122
45686,2261
45687,2112
45688,2250
45689,2099
45690,2900
45691,2745
45692,2133
45693,2171
45694,2114
45695,2151
45696,2156
45697,2075
45698,2565
45699,2148
45700,2541
45701,2317
45702,2160
45703,2132
45704,2117
45705,2118
45706,2166
45707,2099
45708,2229
45709,2760
45710,2145
45711,2086
45712,2085
45713,2066
45714,2113
45715,2250
45716,2131
45717,2102
45718,2138
45719,2153
45720,2259
45721,2132
45722,2195
45723,2151
45724,2250
45725,2115
45726,2153
45727,2090
45728,2758
45729,2076
45730,2068
45731,2154
45732,2155
45733,2042
45734,2152
45735,2114
45736,2145
45737,2753
45738,2111
45739,2218
45740,2040
45741,2170
45742,2790
45743,2765
45744,2076
45745,2073
45746,2102
45747,2768
45748,2112
45749,2032
45750,2073
45751,2120
45752,2120
45753,2145
45754,2068
45755,2114
45756,2774
45757,2041
45758,2170
45759,2199
45760,2121
45761,2138
45762,2190
45763,2032
45764,2145
45765,2114
45766,2478
45767,2121
45768,2033
45769,2160
45770,2023
45771,4113
45772,2088
45773,2074
45774,2075
45775,2071
45776,2122
45777,2039
45778,2121
45779,2068
45780,2204
45781,2200
45782,2066
45783,2148
45784,2071
45785,2134
45786,2117
45788,2099
45789,2071
45790,2065
45791,2117
45792,2144
45793,2060
45794,2121
45795,2200
45796,2122
45797,2224
45798,2170
45799,2066
45800,2140
45803,2141
45804,2022
45805,2132
45806,2135
45807,2155
45808,2112
45809,2076
45810,2204
45811,2141
45812,2122
45813,2768
45814,2122
45815,510280
45816,2122
45817,2069
45818,2147
45819,2000
45820,2222
45821,2212
45822,2068
45823,2158
45824,2196
45825,2085
45826,2450
45827,2075
45828,2065
45829,2144
45830,2144
45831,2212
45832,2157
45833,2203
45834,2200
45835,2190
45836,2144
45837,2007
45838,2196
45839,2038
45840,2144
45841,2072
45842,2153
45843,2103
45844,2760
45845,2154
45846,2068
45847,2011
45848,2145
45849,2097
45850,2155
45851,2106
45852,2076
45853,2234
45854,2768
45855,2121
45856,2148
45857,2154
45858,2155
45859,2151
45860,2083
45861,2081
45862,2113
45863,2763
45864,2121
45865,2119
45866,2196
45867,2146
45868,2285
45869,2193
45870,2122
45871,2768
45872,2770
45873,2176
45874,2155
45875,2017
45876,2112
45877,2768
45878,2155
45879,2118
45880,2100
45881,2151
45882,2141
45883,2087
45884,2112
45885,2768
45886,2211
45887,2759
45888,2782
45889,2112
45890,2117
45891,2026
45892,2228
45893,2134
45894,2162
45895,2145
45896,2155
45897,2112
45898,2073
45899,2256
45900,2067
45901,2122
45902,2153
45903,2168
45904,2157
45905,2086
45906,2067
45907,2177
45908,2148
45909,2119
45910,2777
45911,2156
45912,2158
45913,2127
45914,2153
45915,2060
45916,2340
45917,2077
45918,2046
45919,2087
45920,2119
45921,2073
45922,2126
45923,2251
45924,2264
45925,2153
45926,2095
45927,2041
45928,2119
45929,2075
45930,2125
45931,2125
45932,1715
45933,2079
45934,2444
45935,2150
45936,2076
45937,2122
45938,2154
45939,2705
45940,2068
45941,2250
45942,2760
45943,3188
45944,2150
45945,2251
45946,2250
45947,2104
45948,2208
45949,2077
45950,2154
45951,2199
45952,2122
45953,2048
45954,2155
45955,2205
45956,2260
45957,2074
45958,4211
45959,2099
45960,2119
45961,2158
45962,2063
45963,2035
45964,2154
45965,2261
45966,2125
45967,2131
45968,2153
45969,2203
45970,2365
45971,2165
45972,2079
45973,2250
45974,2756
45975,1765
45976,2303
45977,2210
45978,2705
45979,2745
45980,2121
45981,2101
45982,2850
45983,3166
45984,2145
45985,2072
45986,2118
45987,2199
45988,2074
45989,2250
45990,2171
45991,2118
45992,2137
45993,2076
45994,2119
45995,2086
45996,2210
45997,2062
45998,2155
45999,2216
46000,2148
46001,2101
46002,2795
46003,2176
46004,2131
46005,2120
46006,2144
46007,2147
46008,2147
46009,2170
46010,2224
46011,2223
46012,2200
46013,2779
46014,2158
46015,2112
46017,2153
46018,2041
46019,2250
46020,2154
46021,2113
46022,2154
46023,2140
46024,2147
46025,2112
46026,2064
46027,2088
46028,2126
46029,2114
46030,2126
46031,2151
46032,2088
46033,2200
46034,2112
46035,2070
46036,2089
46037,2199
46038,2204
46039,2147
46040,2324
46041,2153
46042,2067
46043,2212
46044,2081
46045,2154
46046,2153
46047,2444
46048,2155
46049,2067
46050,2099
46051,2060
46052,2077
46053,2107
46054,2089
46055,2153
46056,2070
46057,2075
46058,2077
46059,2112
46060,2067
46061,2151
46062,2113
46063,2111
46064,2289
46065,2073
46066,2168
46067,2153
46068,2119
46069,2834
46070,2079
46071,2250
46072,2114
46073,2170
46074,2170
46075,2121
46076,2068
46077,2122
46078,2112
46079,2041
46080,2126
46081,2156
46082,2071
46083,2071
46084,2263
46085,2076
46086,2087
46087,2756
46088,2085
46089,2176
46090,2192
46091,2640
46092,2153
46093,2125
46094,2154
46095,2000
46096,2157
46097,2190
46098,2073
46099,2114
46100,2148
46101,2119
46102,2766
46103,2075
46104,2135
46105,2192
46106,2127
46107,2763
46108,2112
46109,2257
46110,2222
46111,2170
46112,2148
46113,2112
46114,2117
46115,2130
46116,2121
46117,2261
46118,2085
46119,2077
46120,2126
46121,2126
46122,2747
46123,2087
46124,2066
46125,2088
46126,2120
46127,2034
46128,2745
46129,2218
46130,2322
46131,2763
46132,2166
46133,2089
46134,2155
46135,2113
46136,2153
46137,2146
46138,2137
46139,2075
46140,2120
46141,2126
46142,2159
46143,2779
46144,2155
46145,2082
46146,2085
46147,2761
46148,2138
46149,2099
46150,2154
46151,2028
46152,2065
46153,2762
46154,2009
46155,2118
46156,2444
46157,6330
46158,2069
46159,2147
46160,2758
46161,2077
46162,2260
46163,2560
46164,2073
46165,2074
46166,2077
46167,2113
46168,2250
46169,2108
46170,2118
46171,2765
46172,2026
46173,2153
46174,2121
46175,2122
46176,2147
46177,2221
46178,2077
46179,2146
46180,2759
46181,2126
46182,2113
46183,2176
46184,2077
46185,2261
46186,2444
46187,2250
46188,2203
46189,2205
46190,2291
46191,2259
46192,2126
46193,2142
46194,2170
46195,2067
46196,2151
46197,2100
46198,2122
46199,2145
46200,1685
46201,2077
46202,2250
46203,2261
46204,2075
46205,2099
46206,2141
46207,2113
46208,2046
46209,2153
46210,2075
46211,2076
46212,2230
46213,2084
46214,2082
46215,2206
46216,2125
46217,2125
46218,2122
46219,2760
46220,2155
46221,2118
46222,2081
46223,2084
46224,2125
46225,2086
46226,2318
46227,2121
46228,2076
46229,2261
46230,2300
46231,2110
46232,2023
46233,2203
46234,2228
46235,2121
46236,2154
46237,2114
46238,2093
46239,2155
46240,2148
46241,2131
46242,2156
46243,2570
46244,2110
46245,2031
46246,2155
46247,2101
46248,2049
46249,2097
46250,2121
46251,2075
46252,2154
46253,2118
46254,2075
46255,2832
46256,2122
46257,2234
46258,2125
46259,2072
46260,2134
46261,2761
46262,2074
46263,2153
46264,2782
46265,2122
46266,2153
46267,2066
46268,2173
46269,2144
46270,2234
46271,2477
46272,2260
46273,2100
46274,2066
46275,2070
46276,2022
46277,2069
46278,2060
46279,2400
46280,2100
46281,6432
46282,2114
46283,2153
46284,2711
46285,2256
46286,2120
46287,2107
46288,2076
46289,2010
46290,2209
46291,2250
46292,2122
46293,2095
46294,2120
46295,3880
46296,2118
46297,4068
46298,2087
46299,2126
46300,2100
46301,2072
46302,2168
46303,2023
46304,2200
46305,2100
46306,2118
46307,2224
46308,2113
46309,2067
46310,2066
46311,2190
46312,2126
46313,2650
46314,2761
46315,2065
46316,2031
46317,2066
46318,2322
46319,2756
46320,2135
46321,2142
46322,2121
46323,2071
46324,2152
46325,2066
46326,2067
46327,2116
46328,2155
46329,2070
46330,2096
46331,2079
46332,2154
46333,2085
46334,2767
46335,2261
46336,2251
46337,2208
46339,2070
46340,2209
46341,2770
46342,3173
46343,2079
46344,2500
46345,2147
46346,2103
46347,2114
46348,2133
46349,2750
46350,2110
46351,2261
46352,2153
46353,2145
46354,2020
46355,2112
46356,2155
46357,2142
46358,2154
46359,2074
46360,2138
46361,2112
46362,2800
46363,2082
46364,2260
46365,2577
46366,2120
46368,2062
46369,2170
46370,2463
46371,2210
46372,2210
46373,2145
46374,6429
46375,2166
46376,2118
46377,2062
46378,2067
46379,2065
46380,2138
46381,2131
46382,2066
46383,2121
46384,2101
46385,2025
46386,2130
46387,2118
46388,2135
46389,2077
46390,2118
46391,2177
46392,2112
46393,6070
46394,2113
46395,2088
46396,2113
46397,2076
46398,2207
46399,2074
46400,2261
46401,2250
46402,2069
46403,2763
46404,2234
46405,2446
46406,2220
46407,2142
46408,2382
46409,2121
46410,2913
46411,2116
46412,2073
46413,2069
46414,2117
46415,2138
46416,2097
46417,2158
46418,2768
46419,2223
46420,2093
46421,2138
46422,2770
46423,2117
46424,2107
46425,2072
46426,2147
46427,2040
46428,2777
46429,2158
46430,3162
46431,2122
46432,2081
46433,2121
46434,2081
46435,2162
46436,2089
46437,2785
46438,2113
46439,2761
46440,2133
46441,2040
46442,2251
46443,2087
46444,2153
46445,2077
46446,2147
46447,2077
46448,2161
46449,2518
46450,2103
46451,2146
46452,2763
46453,2126
46454,1560
46455,2251
46456,2156
46457,2280
46458,2108
46459,2120
46460,2204
46461,4820
46462,2210
46463,2150
46464,2259
46465,2074
46466,2217
46467,2207
46468,2122
46469,2076
46470,2153
46471,2046
46472,2148
46473,2097
46474,2121
46475,2120
46476,2073
46477,2120
46478,2065
46479,2148
46480,2303
46481,2190
46482,2093
46483,2067
46484,2763
46485,2009
46486,2030
46487,2077
46488,2040
46489,2135
46490,2125
46491,2153
46492,2067
46493,2783
46494,2077
46495,2763
46496,2199
46497,2138
46498,2079
46499,2177
46500,2073
46501,2566
46502,2082
46503,2209
46504,2200
46505,5095
46506,2762
46507,2117
46508,2745
46509,2765
46510,2560
46511,2192
46512,2166
46513,2216
46514,2122
46515,2137
46516,2135
46517,2073
46518,2138
46519,2125
46520,2081
46521,1585
46522,2168
46523,2151
46524,2145
46525,2146
46526,2125
46527,2126
46528,2153
46529,2079
46530,2153
46531,2154
46532,2178
46533,2022
46534,2074
46535,2090
46536,2000
46537,2770
46538,2141
46539,2075
46540,2148
46541,2154
46542,2153
46543,1710
46544,2170
46545,2148
46546,2177
46547,2076
46548,2159
46549,2126
46550,2606
46551,2033
46552,2257
46553,2260
46554,2141
46555,2145
46556,2135
46557,2166
46558,2216
46559,2602
46560,2161
46561,2756
46562,2153
46563,2163
46564,2199
46565,2125
46566,2256
46567,2176
46568,2152
46569,4211
46570,2026
46571,2046
46572,2088
46573,2061
46574,2077
46575,2517
46576,2460
46577,2099
46578,2148
46579,2570
46580,2042
46581,2086
46582,4702
46583,2047
46584,2112
46585,2097
46586,2041
46587,2217
46588,2032
46589,2257
46590,2200
46591,2177
46592,2017
46593,2756
46594,2060
46595,2113
46596,2440
46597,2260
46598,2060
46599,2232
46600,2118
46601,2112
46602,2125
46603,2030
46604,2126
46605,2137
46606,2072
46607,2068
46608,2158
46609,2092
46610,2065
46611,2154
46612,2110
46613,2147
46614,2075
46615,2177
46616,2763
46617,2103
46618,2125
46619,2200
46620,2153
46621,2113
46622,2337
46623,2774
46624,2155
46625,2259
46626,2205
46627,2102
46628,2560
46629,2074
46630,2089
46631,2125
46632,2750
46633,2110
46634,2076
46635,2080
46636,2102
46637,2084
46638,2147
46639,2650
46640,2117
46641,2099
46642,2101
46643,2071
46644,2119
46645,2097
46646,2125
46647,2042
46648,2763
46649,2040
46650,2040
46651,2067
46652,2045
46653,2072
46654,2260
46655,2122
46656,2141
46657,2179
46658,3070
46659,2140
46660,2155
46661,2153
46662,2250
46663,2095
46664,2110
46665,2282
46666,2022
46667,2118
46668,2100
46669,2122
46670,2019
46671,2122
46672,2073
46673,2073
46674,2154
46675,2120
46676,2087
46677,2070
46678,2176
46679,2122
46680,2113
46681,2070
46682,2144
46683,2761
46684,2207
46685,2153
46686,2219
46687,2121
46688,2168
46689,2766
46690,2112
46691,2026
46692,2073
46693,2074
46694,2114
46695,2221
46696,2068
46697,2107
46698,2170
46699,2066
46700,2070
46701,2763
46702,2350
46703,2763
46704,2067
46705,2073
46706,2069
46707,2161
46708,2073
46709,2121
46710,2072
46711,2112
46712,2117
46713,2429
46714,2010
46715,2085
46716,2073
46717,2153
46718,2049
46719,2095
46720,2125
46721,2067
46722,3166
46723,2101
46724,2193
46725,2421
46726,2064
46727,2077
46728,2088
46729,2913
46730,2756
46731,2117
46732,2134
46733,2114
46734,2029
46735,2117
46736,2092
46737,2153
46738,2220
46739,2199
46740,2100
46741,2337
46742,2767
46743,2192
46744,2765
46745,4350
46746,2761
46747,2112
46748,2153
46749,2148
46750,2068
46751,2112
46752,2118
46753,2061
46754,2768
46755,2117
46756,2770
46757,3978
46758,2300
46759,2111
46760,2259
46761,2290
46762,2075
46763,2122
46764,2165
46765,3977
46766,2088
46767,2680
46768,2121
46769,2259
46770,2067
46771,2085
46772,2026
46773,2067
46774,2069
46775,2075
46776,2207
46777,2153
46778,2135
46779,2232
46780,2122
46781,2794
46782,2084
46783,2156
46784,2121
46785,2114
46786,2087
46787,2176
46788,2151
46789,2154
46790,2222
46791,2111
46792,2135
46793,2121
46794,2093
46795,2066
46796,2077
46797,2132
46798,2068
46799,2066
46800,2117
46801,2042
46802,2108
46803,2092
46804,2029
46805,2768
46806,2073
46807,3302
46808,2176
46809,2166
46810,2121
46811,2122
46812,2326
46813,2835
46814,2155
46815,2107
46816,2153
46817,2153
46818,2131
46819,2250
46820,2067
46821,2117
46822,2068
46823,2194
46824,2260
46825,2110
46826,2148
46827,5082
46828,2119
46829,2525
46830,2135
46831,2550
46832,2077
46833,2122
46834,2251
46835,2763
46836,2153
46837,2029
46838,2111
46839,1670
46840,2065
46841,2095
46842,2071
46843,2122
46844,2068
46845,2176
46846,2145
46847,2196
46848,2539
46849,2250
46850,2106
46851,2093
46852,2830
46853,2081
46854,2107
46855,2066
46856,2153
46857,2141
46858,2143
46859,2029
46860,2099
46861,2026
46862,2121
46863,4064
46864,2773
46865,2115
46866,2158
46867,2145
46868,2081
46869,2766
46870,2107
46871,2016
46872,2157
46873,2154
46874,2120
46875,2132
46876,2107
46877,2075
46878,2145
46879,2125
46880,2122
46881,2154
46882,2774
46883,2076
46884,2753
46885,2560
46886,2030
46887,2904
46888,2213
46889,2066
46890,2039
46891,2126
46892,2250
46893,2151
46894,2065
46895,2010
46896,2156
46897,2140
46898,2065
46899,2156
46900,2118
46901,2072
46902,2120
46903,2067
46904,2444
46905,2031
46906,2034
46907,2075
46908,2034
46909,2154
46910,2047
46911,2107
46912,2119
46913,2121
46914,2075
46915,2009
46916,2075
46917,2193
46918,2250
46919,2226
46920,2158
46921,2120
46922,7009
46923,2210
46924,2151
46925,2767
46926,2165
46927,2155
46928,2160
46929,2154
46930,2151
46931,2166
46932,2117
46933,2137
46934,2150
46935,2121
46936,2190
46937,2131
46938,2207
46939,2761
46940,2250
46941,2141
46942,2761
46943,2156
46944,2096
46945,2170
46946,2114
46947,4069
46948,2768
46949,2070
46950,2143
46951,2171
46952,2765
46953,2144
46954,2099
46955,2212
46956,2323
46957,2117
46958,2072
46959,2077
46960,2097
46961,2113
46962,2209
46963,2079
46964,2200
46965,2206
46966,2112
46967,2190
46968,2154
46969,4211
46970,2070
46971,2121
46972,2113
46973,2119
46974,2101
46975,2106
46976,2077
46977,2087
46978,2749
46979,2077
46980,2153
46981,2250
46982,2008
46983,2158
46984,2065
46985,2018
46986,2099
46987,2138
46988,2112
46989,2060
46990,2074
46991,2097
46992,2029
46993,2113
46994,2541
46995,2125
46996,2045
46997,2200
46998,2155
46999,2210
47000,2154
47001,2107
47002,2075
47003,2210
47004,2107
47005,2034
47006,2190
47007,2093
47008,2154
47009,2157
47010,2155
47011,2111
47012,2777
47013,2147
47014,2145
47015,2765
47016,2146
47017,2081
47018,2250
47019,2763
47020,2131
47021,2135
47022,2205
47023,2126
47024,2122
47025,2063
47026,2135
47027,2166
47028,2067
47029,2135
47030,2144
47031,2141
47032,2032
47033,2073
47034,2154
47035,2120
47036,4064
47037,2065
47038,2112
47039,2122
47040,2750
47041,2154
47042,2111
47043,2774
47044,2259
47045,2096
47046,2216
47047,2075
47048,2200
47049,2047
47050,2119
47051,2223
47052,2036
47053,2260
47054,2035
47055,2207
47056,2192
47057,2097
47058,2119
47059,2076
47060,2118
47061,2088
47062,2125
47063,2221
47064,2093
47065,2118
47066,2084
47067,2212
47068,2041
47069,2075
47070,2046
47071,2067
47072,2117
47073,2145
47074,2071
47075,2074
47076,2122
47077,2111
47078,2066
47079,2119
47080,2217
47081,2154
47082,2092
47083,2125
47084,2026
47085,2035
47086,2158
47087,2141
47088,2120
47089,2113
47090,2122
47091,2145
47092,2113
47093,2156
47094,2135
47095,2126
47096,2085
47097,2075
47098,2071
47099,2076
47100,2011
47101,2075
47102,2122
47103,2256
47104,2768
47105,2103
47106,2070
47107,2076
47108,2153
47109,2099
47110,2072
47111,2761
47112,2113
47113,2229
47114,2146
47115,2135
47116,2099
47117,2168
47118,2112
47119,2075
47120,2037
47121,2111
47122,2170
47123,2320
47124,2087
47125,2165
47126,2070
47127,2112
47128,2071
47129,2127
47130,2150
47131,2147
47132,2768
47133,2145
47134,2155
47135,2153
47136,2251
47137,2041
47138,2114
47139,2222
47140,2151
47141,2154
47142,2113
47143,2259
47144,2074
47145,2444
47146,2220
47147,2767
47148,2095
47149,2125
47150,2076
47151,2227
47152,2753
47153,2153
47154,2126
47155,2067
47156,2114
47157,2133
47158,2031
47159,2070
47160,2170
47161,2072
47162,2199
47163,2534
47164,2770
47165,2077
47166,2114
47167,2093
47168,2125
47169,2085
47170,2159
47171,2154
47172,2009
47173,2067
47174,2567
47175,2066
47176,2049
47177,2074
47178,2786
47179,2076
47180,2075
47181,2074
47182,2075
47183,2076
47184,2283
47185,2763
47186,2118
47187,2120
47188,2125
47189,2024
47190,2037
47191,2120
47192,2756
47193,2130
47194,2145
47195,2125
47196,2218
47197,2101
47198,2031
47199,2074
47200,2022
47201,2086
47202,2076
47203,2232
47204,2018
47205,2079
47206,2774
47207,2112
47208,3141
47209,2101
47210,2119
47211,2122
47212,2086
47213,2096
47214,2765
47215,2783
47216,2122
47217,2087
47218,2540
47219,2154
47220,2112
47221,2121
47222,2745
47223,2067
47224,2154
47225,2135
47226,2112
47227,2197
47228,2233
47229,2106
47230,2085
47231,2009
47232,2076
47233,2075
47234,2146
47235,2119
47236,1730
47237,2117
47238,2763
47239,2000
47240,2261
47241,2134
47242,2747
47243,2611
47244,2769
47245,2260
47246,2156
47247,3215
47248,2210
47249,2217
47250,2037
47251,2170
47252,2208
47253,2122
47254,2137
47255,2158
47256,2077
47257,2204
47258,2067
47259,2761
47260,2761
47261,1635
47262,2194
47263,2070
47264,2121
47265,2766
47266,2763
47267,2558
47268,2119
47269,2170
47270,2765
47271,2125
47272,2800
47273,2119
47274,2074
47275,2756
47276,2038
47277,2153
47278,2830
47279,2155
47280,2081
47281,2155
47282,2074
47283,2082
47284,2096
47285,2138
47286,2768
47287,2114
47288,2121
47289,2777
47290,2112
47291,2082
47292,2069
47293,2160
47294,2069
47295,2107
47296,2066
47297,2112
47298,2121
47299,2759
47300,2519
47301,2121
47302,2640
47303,2066
47304,2071
47305,2154
47306,2155
47307,2111
47308,2122
47309,2153
47310,2100
47311,2121
47312,2153
47313,2110
47314,2096
47315,2136
47316,2193
47317,2204
47318,2257
47319,2097
47320,2250
47321,2120
47322,2066
47323,2047
47324,2153
47325,2068
47326,2196
47327,2075
47328,2565
47329,2767
47330,2207
47331,2112
47332,2113
47333,2178
47334,2218
47335,2175
47336,2099
47337,2126
47338,2065
47339,2110
47340,6701
47341,2046
47342,2154
47343,2146
47344,2142
47345,2122
47346,2257
47347,2062
47348,2110
47349,2069
47350,2161
47351,2067
47352,2200
47353,2156
47354,2154
47355,2122
47356,2066
47357,2101
47358,2164
47359,2145
47360,2122
47361,2120
47362,2067
47363,2076
47364,2615
47365,4551
47366,2081
47367,2133
47368,2074
47369,2763
47370,2038
47371,2195
47372,2099
47373,2125
47374,2122
47375,2122
47376,2066
47377,2076
47378,2099
47379,2566
47380,2120
47381,2250
47382,2526
47383,2210
47384,2087
47385,2068
47386,2076
47387,2753
47388,2152
47389,2122
47390,2291
47391,2156
47392,2350
47393,2122
47394,2086
47395,2159
47396,3806
47397,2077
47398,2120
47399,2137
47400,2251
47401,2444
47402,2125
47403,2066
47404,2154
47405,2066
47406,2121
47407,2144
47408,2035
47409,3121
47410,2168
47411,2148
47412,2768
47413,2768
47414,2250
47415,2154
47416,2125
47417,2122
47418,2047
47419,2155
47420,2112
47421,2088
47422,2074
47423,2155
47424,5125
47425,2112
47426,2122
47427,2779
47428,2120
47429,2576
47430,2101
47431,2066
47432,2223
47433,2026
47434,2145
47435,2100
47436,1701
47437,2144
47438,2120
47439,2069
47440,2760
47441,2760
47442,2173
47443,2112
47444,2163
47445,2133
47446,2111
47447,2087
47448,2042
47449,2135
47450,2114
47451,2766
47452,2750
47453,2322
47454,2153
47455,2074
47456,2077
47457,2101
47458,2066
47459,2212
47460,2113
47461,2763
47462,2075
47463,2126
47464,2067
47465,2075
47466,2095
47467,2071
47468,2137
47469,2137
47470,2033
47471,2261
47472,2261
47473,2121
47474,2773
47475,2068
47476,2148
47477,2257
47478,2745
47479,2213
47480,2096
47481,2191
47482,2759
47483,2111
47484,2046
47485,2042
47486,2117
47487,2026
47488,2261
47489,2222
47490,2759
47491,2031
47492,2119
47493,2135
47494,2153
47495,800
47496,2120
47497,2071
47498,2073
47499,2069
47500,2113
47501,2198
47502,2767
47503,2138
47504,2102
47505,2257
47506,2067
47507,2076
47508,2117
47509,2800
47510,2574
47511,2251
47512,2075
47513,2065
47514,2774
47515,2444
47516,2118
47517,2680
47518,2250
47519,2147
47520,2112
47521,2233
47522,2176
47523,2073
47524,2125
47525,2076
47526,2518
47527,2763
47528,3802
47529,2147
47530,2112
47531,2126
47532,2250
47533,2259
47534,2131
47535,4172
47536,2175
47537,2103
47538,2072
47539,2150
47540,2118
47541,2103
47542,2118
47543,2151
47544,2110
47545,2176
47546,2137
47547,2076
47548,2074
47549,2121
47550,2072
47551,2768
47552,2046
47553,2100
47554,2101
47555,2126
47556,2153
47557,2263
47558,2147
47559,2137
47560,2112
47561,2208
47562,2154
47563,2153
47564,2281
47565,2076
47566,2118
47567,2121
47568,2103
47569,2073
47570,2790
47571,2176
47572,2068
47573,2753
47574,2074
47575,2250
47576,2134
47577,2770
47578,2075
47579,2216
47580,2200
47581,2118
47582,2761
47583,2745
47584,2136
47585,2251
47586,2160
47587,2145
47588,2340
47589,2065
47590,2120
47591,2759
47592,2126
47593,2140
47594,2101
47595,2113
47596,2200
47597,2750
47598,2107
47599,2519
47600,2136
47601,2115
47602,2067
47603,2196
47604,2075
47605,2073
47606,2082
47607,2250
47608,2121
47609,2110
47610,2154
47611,2107
47612,2099
47613,2137
47614,2152
47615,2745
47616,2151
47617,2191
47618,2566
47619,2770
47620,2125
47621,2207
47622,2197
47623,2143
47624,2162
47625,2067
47626,2137
47627,2154
47628,2234
47629,2153
47630,2077
47631,2170
47632,2765
47633,2104
47634,2756
47635,2760
47636,2077
47637,2151
47638,2125
47639,2076
47640,2144
47641,2171
47642,2000
47643,2140
47644,2073
47645,2173
47646,2168
47647,2111
47648,2121
47649,2195
47650,2144
47651,2210
47652,2168
47653,2111
47654,2166
47655,2046
47656,2759
47657,2154
47658,2116
47659,2122
47660,2145
47661,2145
47662,2118
47663,2067
47664,2199
47665,2192
47666,2164
47667,2100
47668,2155
47669,2067
47670,2047
47671,2154
47672,3184
47673,2160
47674,2156
47675,2171
47676,2763
47677,2121
47678,2200
47679,2176
47680,2066
47681,2118
47682,2077
47683,2210
47684,2122
47685,2077
47686,2155
47687,2250
47688,2257
47689,2154
47690,2075
47691,2147
47692,2211
47693,2156
47694,2071
47695,2144
47696,2118
47697,2122
47698,2763
47699,2126
47700,2119
47701,2550
47702,2192
47703,2160
47704,2170
47705,2115
47706,2126
47707,2106
47708,2074
47709,2074
47710,2122
47711,2259
47712,2121
47713,2092
47714,2075
47715,2119
47716,2065
47717,2763
47718,2074
47719,2075
47720,2126
47721,2113
47723,2084
47724,2071
47725,2093
47726,2066
47727,2205
47728,2121
47729,2077
47730,2203
47731,2067
47732,2073
47733,2104
47734,2099
47735,2234
47736,2761
47737,2023
47738,2070
47739,2075
47740,2099
47741,2112
47742,2133
47743,2170
47744,2121
47745,2085
47746,2779
47747,2125
47748,2065
47749,2765
47750,2213
47751,2144
47752,2478
47753,2075
47754,2747
47755,2112
47756,2121
47757,2166
47758,2107
47759,2141
47760,2761
47761,2064
47762,2065
47763,2067
47764,2086
47765,2066
47766,2137
